Gap	Count
4.2	46033
4.825	49991
4.95	230733
4.575	70221
4.7	74211
14.9	60858
0.3	112089
14.65	94402
14.4	49360
14.15	44229
15.9	58668
15.65	94836
15.4	46270
15.15	46753
12.9	56451
12.65	89531
12.15	45804
12.4	50084
13.9	64200
13.65	88838
13.4	49193
13.15	48728
0.425	126898
10.9	58718
10.65	98312
10.4	52063
10.15	47407
11.9	61817
11.65	93310
11.4	48809
11.15	46982
8.9	71173
8.65	106126
8.15	48902
8.4	54922
9.9	65361
9.65	106143
9.15	55565
9.4	55178
29.3	43070
0.15	125515
29.8	30890
28.3	46449
28.8	31022
31.3	43092
31.8	32137
30.8	30207
30.3	42181
25.3	44531
25.8	32370
24.8	31117
24.3	49283
27.3	43261
27.8	29822
26.3	44551
26.8	31554
21.8	31676
21.3	46143
20.3	44901
20.8	33003
23.3	47466
23.8	33804
22.8	36847
22.3	46464
17.8	42236
17.3	59321
16.3	55139
16.8	39433
19.8	35927
19.3	50668
18.3	57604
18.8	39651
316.825	54947
308.825	52703
300.825	51980
292.825	49191
276.825	44682
284.825	44991
268.825	43220
260.825	40110
364.825	42402
356.825	44565
340.825	50542
348.825	48161
332.825	53518
324.825	54583
300.85	38791
292.85	31963
316.85	39740
308.85	38433
268.85	29949
260.85	31183
284.85	31972
276.85	31898
356.85	44308
364.85	45363
324.85	41157
332.85	41163
348.85	43463
340.85	40917
214.425	61050
210.425	62937
222.425	57956
218.425	60205
198.425	69920
194.425	71820
206.425	64987
202.425	68678
242.425	45910
246.425	43179
250.425	43198
254.425	39104
226.425	54222
230.425	61145
238.425	48481
234.425	49338
146.425	64567
150.425	69237
154.425	72030
158.425	72308
134.425	61105
130.425	54184
142.425	66121
138.425	61692
178.425	74325
182.425	75564
190.425	74638
186.425	77670
166.425	77316
162.425	79639
170.425	78214
174.425	83643
178.45	47351
182.45	50489
186.45	53034
190.45	52620
162.45	47892
166.45	44112
170.45	45478
174.45	48339
146.45	40278
150.45	43269
154.45	42343
158.45	44351
130.45	37792
134.45	37271
138.45	36645
142.45	39622
242.45	62803
246.45	61573
254.45	57396
250.45	58483
226.45	65088
230.45	63495
238.45	60544
234.45	65424
210.45	60803
214.45	64333
222.45	66457
218.45	60627
198.45	55157
194.45	60529
206.45	58249
202.45	59360
356.9	23612
364.9	24686
324.9	23516
332.9	22734
348.9	23147
340.9	22962
292.9	23697
300.9	26474
316.9	24633
308.9	23910
268.9	21922
260.9	22381
284.9	23879
276.9	23948
89.225	47602
91.225	46804
93.225	47304
95.225	48670
83.225	45392
81.225	46285
87.225	46993
85.225	43979
75.225	41100
73.225	42364
77.225	39300
79.225	41006
65.225	40478
67.225	39900
71.225	39908
69.225	39678
123.225	45659
121.225	45420
127.225	46783
125.225	44356
113.225	50104
115.225	44019
119.225	45781
117.225	44745
105.225	47640
107.225	52955
109.225	45581
111.225	46887
97.225	45357
99.225	45533
103.225	46196
101.225	51808
268.875	28377
260.875	27967
284.875	27716
276.875	31075
300.875	26920
292.875	27446
316.875	28920
308.875	27881
324.875	29849
332.875	28760
340.875	28275
348.875	29864
356.875	30029
364.875	31711
340.925	20708
348.925	20746
332.925	19979
324.925	19127
356.925	20248
364.925	21157
276.925	21188
284.925	19661
268.925	21355
260.925	23089
308.925	19217
316.925	19732
300.925	18674
292.925	20418
316.95	18946
308.95	20489
300.95	24321
292.95	23283
276.95	27209
284.95	27396
268.95	28348
260.95	30969
364.95	18308
356.95	16910
348.95	17565
340.95	16486
332.95	17578
324.95	17547
154.475	38963
158.475	38908
146.475	41118
150.475	40666
142.475	41602
138.475	44280
134.475	44943
130.475	46648
190.475	36261
186.475	35222
182.475	35721
178.475	35611
170.475	35991
174.475	35607
166.475	36188
162.475	38229
218.475	41770
222.475	44136
214.475	40770
210.475	37302
202.475	40741
206.475	40217
194.475	37183
198.475	36145
250.475	48446
254.475	52191
242.475	48427
246.475	46524
234.475	42855
238.475	44405
230.475	45533
226.475	43526
300.975	30690
292.975	31553
316.975	26279
308.975	28936
268.975	31310
260.975	34082
276.975	31504
284.975	32772
364.975	18167
356.975	19118
324.975	26008
332.975	23503
340.975	21823
348.975	20082
365.025	21742
357.025	21868
333.025	22181
325.025	23132
341.025	21012
349.025	21949
301.025	28742
293.025	32001
309.025	26870
317.025	26637
269.025	41744
261.025	45730
285.025	32518
277.025	39547
32.625	46796
